,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
18850,27291,12304138,JE154827,02/28/2021 08:00:00 AM,009XX W GRAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1214,12,27.0,24,08B,1170193.0,1903665.0,2021,03/07/2021 03:52:28 PM,41.891150148,-87.650412817,"(41.891150148, -87.650412817)"
26495,38488,12321474,JE176548,03/22/2021 05:00:00 PM,065XX W CORNELIA AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,1632,16,38.0,17,04B,1131941.0,1922559.0,2021,03/29/2021 04:53:03 PM,41.943747145,-87.7904564,"(41.943747145, -87.7904564)"
29419,42788,12329405,JE186115,03/31/2021 05:00:00 PM,002XX N COLUMBUS DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,False,False,114,1,42.0,32,11,1178300.0,1901983.0,2021,04/07/2021 05:14:05 PM,41.88635374,-87.620691382,"(41.88635374, -87.620691382)"
1030,1517,12261855,JE103950,01/02/2021 12:00:00 PM,005XX E 80TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,624,6,6.0,44,11,1181187.0,1852080.0,2021,01/16/2021 03:49:23 PM,41.749349782,-87.611628939,"(41.749349782, -87.611628939)"
29193,42465,12328069,JE184562,03/30/2021 02:30:00 PM,042XX N KEYSTONE AVE,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,RESIDENCE,False,False,1722,17,39.0,16,11,1148530.0,1927911.0,2021,04/06/2021 05:03:58 PM,41.958128963,-87.729343663,"(41.958128963, -87.729343663)"
19872,28765,12309868,JE162454,03/03/2021 08:30:00 PM,029XX W FULTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1222,12,27.0,27,14,1156714.0,1901865.0,2021,03/10/2021 03:48:52 PM,41.886494494,-87.699963455,"(41.886494494, -87.699963455)"
2849,4298,12266876,JE108920,01/10/2021 02:00:00 PM,013XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,False,False,1021,10,24.0,29,14,1153924.0,1893197.0,2021,01/17/2021 03:49:56 PM,41.862764636,-87.710440075,"(41.862764636, -87.710440075)"
21509,31223,12310568,JE163253,03/08/2021 09:16:00 PM,077XX S THROOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,612,6,17.0,71,14,1169226.0,1853458.0,2021,03/15/2021 04:48:08 PM,41.75339815,-87.655418932,"(41.75339815, -87.655418932)"
33435,48706,12338731,JE197683,04/12/2021 08:41:00 PM,086XX S EXCHANGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,423,4,10.0,46,14,1197311.0,1848208.0,2021,04/19/2021 05:20:48 PM,41.738338401,-87.552673991,"(41.738338401, -87.552673991)"
19714,28548,12305972,JE157905,03/03/2021 12:30:00 PM,038XX W 83RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,True,834,8,18.0,70,14,1152263.0,1849266.0,2021,03/10/2021 03:48:52 PM,41.742244554,-87.71769253299999,"(41.742244554, -87.717692533)"
12485,18160,12289545,JE137257,02/09/2021 04:00:00 PM,047XX W MADISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1113,11,28.0,25,11,1144795.0,1899601.0,2021,02/16/2021 03:52:33 PM,41.880514874,-87.74379049,"(41.880514874, -87.74379049)"
22494,32711,12313563,JE166859,03/11/2021 03:00:00 PM,006XX W OAK ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1822,18,27.0,8,06,1171778.0,1906848.0,2021,03/18/2021 04:52:21 PM,41.899849726,-87.644498075,"(41.899849726, -87.644498075)"
3262,4919,12267064,JE110064,01/11/2021 05:15:00 PM,114XX S NORMAL AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,2233,22,34.0,49,06,1175014.0,1829059.0,2021,01/18/2021 04:01:40 PM,41.686316815,-87.634933461,"(41.686316815, -87.634933461)"
16758,24303,12302034,JE153176,02/20/2021 06:00:00 PM,071XX W STRONG ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1613,16,41.0,10,06,1127569.0,1932129.0,2021,03/02/2021 03:47:53 PM,41.970083161,-87.806309837,"(41.970083161, -87.806309837)"
25094,36478,12322386,JE177697,03/11/2021 03:00:00 PM,081XX S COMMERCIAL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,422,4,7.0,46,06,1197605.0,1851605.0,2021,03/25/2021 04:52:53 PM,41.747652702,-87.55148378700001,"(41.747652702, -87.551483787)"
1383,2052,12263635,JE105988,01/06/2021 02:59:00 PM,039XX N HAMLIN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1732,17,45.0,16,11,1150360.0,1925841.0,2021,01/16/2021 03:49:23 PM,41.95241314,-87.722670104,"(41.95241314, -87.722670104)"
28463,41402,12326086,JE181996,03/28/2021 03:39:00 AM,086XX S COTTAGE GROVE AVE,0553,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,DRUG STORE,True,False,632,6,6.0,44,04A,1183071.0,1847869.0,2021,04/04/2021 05:01:16 PM,41.737750767,-87.604855911,"(41.737750767, -87.604855911)"
15583,22597,12300282,JE138897,02/11/2021 02:00:00 PM,053XX S ASHLAND AVE,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,934,9,16.0,61,06,1166578.0,1869406.0,2021,02/26/2021 03:45:39 PM,41.797218365,-87.66466846899999,"(41.797218365, -87.664668469)"
16606,24064,12300952,JE149998,02/23/2021 02:18:00 PM,002XX W 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,634,6,21.0,44,14,1176430.0,1847220.0,2021,03/02/2021 03:50:05 PM,41.73612151,-87.62920609700001,"(41.73612151, -87.629206097)"
11639,16909,12286938,JE133702,02/05/2021 08:20:00 PM,049XX W ROSCOE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1634,16,31.0,15,11,1142914.0,1922153.0,2021,02/12/2021 03:49:04 PM,41.942435257,-87.750134367,"(41.942435257, -87.750134367)"
22765,33107,12316417,JE170280,03/09/2021 12:01:00 AM,073XX W TALCOTT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1612,16,41.0,10,11,1126254.0,1938557.0,2021,03/18/2021 04:49:55 PM,41.987744358,-87.81100113,"(41.987744358, -87.81100113)"
32477,47307,12336231,JE194574,04/09/2021 04:22:00 PM,066XX S MARSHFIELD AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,725,7,15.0,67,04A,1166469.0,1860695.0,2021,04/16/2021 05:26:56 PM,41.773316624,-87.665316372,"(41.773316624, -87.665316372)"
22355,32488,12313667,JE167052,03/10/2021 10:00:00 AM,028XX N MULLIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2511,25,36.0,19,11,1133588.0,1918261.0,2021,03/17/2021 04:51:25 PM,41.931924168,-87.784503824,"(41.931924168, -87.784503824)"
18036,26101,12302398,JE153533,02/26/2021 09:55:00 PM,063XX S DAMEN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,True,True,726,7,16.0,67,04A,1164117.0,1862573.0,2021,03/05/2021 03:49:32 PM,41.778519916,-87.673885487,"(41.778519916, -87.673885487)"
9541,13949,12285237,JE131560,01/03/2021 12:00:00 PM,072XX S LANGLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,323,3,6.0,69,11,1182148.0,1857163.0,2021,02/05/2021 03:45:16 PM,41.763275893,-87.60795043600001,"(41.763275893, -87.607950436)"
4476,6718,12270361,JE113774,01/15/2021 04:25:00 PM,049XX W KAMERLING AVE,0850,THEFT,ATTEMPT THEFT,VEHICLE - COMMERCIAL,False,False,2533,25,37.0,25,06,1143290.0,1908530.0,2021,01/22/2021 03:48:10 PM,41.90504533,-87.749093525,"(41.90504533, -87.749093525)"
11052,16058,12287437,JE134244,02/03/2021 09:00:00 AM,061XX N LENOX AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1621,16,39.0,12,11,1141221.0,1940504.0,2021,02/10/2021 03:49:30 PM,41.992823387,-87.755902419,"(41.992823387, -87.755902419)"
33421,48690,12338000,JE196751,04/12/2021 01:25:00 AM,089XX S EXCHANGE AVE,0810,THEFT,OVER $500,APARTMENT,False,False,423,4,10.0,46,06,1197317.0,1846309.0,2021,04/19/2021 05:20:48 PM,41.733127244,-87.55271511299999,"(41.733127244, -87.552715113)"
24014,34919,12315480,JE169177,03/15/2021 12:00:00 AM,019XX W 47TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,924,9,15.0,61,08B,1164395.0,1873510.0,2021,03/22/2021 04:53:29 PM,41.808526552,-87.67255813,"(41.808526552, -87.67255813)"
15843,22987,12296911,JE146824,02/20/2021 10:35:00 AM,011XX N WELLS ST,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,1823,18,27.0,8,08A,1174502.0,1908102.0,2021,02/27/2021 03:46:45 PM,41.903230312,-87.63445536100001,"(41.903230312, -87.634455361)"
23379,33989,12318055,JE172375,03/07/2021 12:01:00 AM,006XX N LONG AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1524,15,37.0,25,11,1140210.0,1903676.0,2021,03/20/2021 04:49:02 PM,41.891782379,-87.760526524,"(41.891782379, -87.760526524)"
26180,38045,12323983,JE179335,01/17/2021 12:00:00 PM,054XX S MARSHFIELD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,932,9,16.0,61,11,1166268.0,1868599.0,2021,03/29/2021 04:50:29 PM,41.795010472,-87.66582826,"(41.795010472, -87.66582826)"
10119,14755,12282027,JE127473,01/30/2021 10:30:00 AM,054XX S WOLCOTT AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,932,9,16.0,61,08A,1164608.0,1868706.0,2021,02/06/2021 03:52:06 PM,41.795339302,-87.671912479,"(41.795339302, -87.671912479)"
838,1219,12267314,JE110107,01/08/2021 03:00:00 PM,014XX W 115TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,524,5,34.0,53,08A,1168919.0,1828486.0,2021,01/16/2021 03:49:23 PM,41.684877835,-87.657262609,"(41.684877835, -87.657262609)"
24707,35896,12317682,JE171834,03/17/2021 06:19:00 PM,043XX N WESTERN AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1911,19,47.0,5,08A,1159593.0,1928713.0,2021,03/24/2021 05:06:10 PM,41.960108522,-87.688649811,"(41.960108522, -87.688649811)"
7300,10835,12276356,JE120736,01/23/2021 01:00:00 AM,032XX N NEENAH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1632,16,36.0,17,08B,1132149.0,1920806.0,2021,01/30/2021 03:51:02 PM,41.938933098,-87.789732734,"(41.938933098, -87.789732734)"
10485,15257,12283079,JE128949,02/01/2021 08:30:00 AM,008XX E 81ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6,8.0,44,08B,1183175.0,1851472.0,2021,02/08/2021 03:48:15 PM,41.747635376,-87.604363064,"(41.747635376, -87.604363064)"
1710,2544,12259713,JE101283,01/01/2021 02:00:00 PM,033XX W DOUGLAS BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,1021,10,24.0,29,06,1154153.0,1893089.0,2021,01/16/2021 03:49:23 PM,41.862463709,-87.709602317,"(41.862463709, -87.709602317)"
25945,37700,12320378,JE175116,03/21/2021 10:35:00 AM,109XX S EBERHART AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,513,5,9.0,49,04B,1181516.0,1832562.0,2021,03/28/2021 04:57:44 PM,41.695782417,-87.611023461,"(41.695782417, -87.611023461)"
24295,35323,12316490,JE170188,03/16/2021 06:58:00 AM,054XX S EVERETT AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,234,2,5.0,41,08A,1188970.0,1869191.0,2021,03/23/2021 05:03:34 PM,41.796121077,-87.582561955,"(41.796121077, -87.582561955)"
1611,2390,12260247,JE102082,01/01/2021 12:05:00 AM,006XX W 48TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,935,9,11.0,61,14,1172812.0,1872729.0,2021,01/16/2021 03:49:23 PM,41.806201677,-87.64170959,"(41.806201677, -87.64170959)"
12428,18072,12289461,JE136975,02/09/2021 01:00:00 AM,070XX S SANGAMON ST,0460,BATTERY,SIMPLE,APARTMENT,False,True,733,7,6.0,68,08B,1171188.0,1858253.0,2021,02/16/2021 03:52:33 PM,41.76651359,-87.648088962,"(41.76651359, -87.648088962)"
18104,26201,12301993,JE152979,02/26/2021 01:20:00 PM,040XX W ROOSEVELT RD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,1011,10,24.0,29,04B,1149463.0,1894398.0,2021,03/05/2021 03:49:32 PM,41.866147972,-87.726784885,"(41.866147972, -87.726784885)"
18539,26799,12302986,JE154250,02/27/2021 03:31:00 PM,092XX S PRINCETON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,634,6,21.0,49,08A,1176292.0,1843769.0,2021,03/06/2021 03:50:24 PM,41.726654616,-87.62981501799999,"(41.726654616, -87.629815018)"
7952,11795,12278414,JE123257,01/25/2021 02:00:00 PM,017XX W 48TH ST,0810,THEFT,OVER $500,STREET,False,False,931,9,15.0,61,06,1165597.0,1872872.0,2021,02/01/2021 03:48:35 PM,41.806750361,-87.66816756799999,"(41.806750361, -87.668167568)"
32272,47002,12335824,JE194119,04/08/2021 12:52:00 PM,041XX W LAWRENCE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,False,False,1712,17,39.0,14,11,1148110.0,1931582.0,2021,04/15/2021 05:38:17 PM,41.968210572,-87.73079284299999,"(41.968210572, -87.730792843)"
16069,23304,12298033,JE148111,02/21/2021 05:45:00 PM,054XX S WENTWORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,225,2,3.0,37,06,1175887.0,1869033.0,2021,02/28/2021 03:48:02 PM,41.795991039,-87.63054248899999,"(41.795991039, -87.630542489)"
10947,15900,12284961,JE130940,02/03/2021 06:55:00 AM,010XX W 77TH ST,0810,THEFT,OVER $500,APARTMENT,False,True,612,6,17.0,71,06,1170556.0,1853756.0,2021,02/10/2021 03:49:30 PM,41.75418704,-87.65053631,"(41.75418704, -87.65053631)"
27355,39761,12327661,JE183965,03/03/2021 12:00:00 AM,097XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,APARTMENT,False,False,511,5,9.0,49,06,1180627.0,1840535.0,2021,04/01/2021 05:01:37 PM,41.717681796,-87.61403454200001,"(41.717681796, -87.614034542)"
28294,41153,12326381,JE182462,03/28/2021 04:35:00 PM,005XX W MONTROSE DR,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,True,False,1915,19,46.0,3,04B,1171847.0,1929616.0,2021,04/04/2021 05:01:16 PM,41.96232456,-87.643571862,"(41.96232456, -87.643571862)"
29704,43206,12329549,JE186321,04/01/2021 11:15:00 AM,061XX S SACRAMENTO AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,823,8,16.0,66,08A,1157437.0,1863746.0,2021,04/08/2021 05:05:01 PM,41.78187676,-87.69834319200001,"(41.78187676, -87.698343192)"
29185,42455,12328169,JE184652,03/30/2021 04:00:00 PM,076XX S KINGSTON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,421,4,7.0,43,06,1194519.0,1854817.0,2021,04/06/2021 05:03:58 PM,41.756543074,-87.562686166,"(41.756543074, -87.562686166)"
6337,9448,12278059,JE122792,01/19/2021 10:30:00 AM,029XX W FERDINAND ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1221,12,27.0,23,06,1156671.0,1903148.0,2021,01/27/2021 03:52:04 PM,41.890016038,-87.700086593,"(41.890016038, -87.700086593)"
2858,4310,12266179,JE108969,01/10/2021 02:25:00 PM,062XX W DIVERSEY AVE,0560,ASSAULT,SIMPLE,STREET,False,True,2511,25,30.0,19,08A,1134172.0,1917946.0,2021,01/17/2021 03:49:56 PM,41.931049494,-87.78236511,"(41.931049494, -87.78236511)"
1918,2869,12263897,JE105685,01/06/2021 11:18:00 AM,0000X W ILLINOIS ST,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,False,False,1831,18,42.0,8,06,1175666.0,1903593.0,2021,01/16/2021 03:49:23 PM,41.890831286,-87.63031551,"(41.890831286, -87.63031551)"
32179,46847,12335418,JE193526,04/08/2021 03:00:00 PM,039XX W ROOSEVELT RD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,1132,11,24.0,29,04B,1150483.0,1894425.0,2021,04/15/2021 05:38:17 PM,41.866202226,-87.72303964700001,"(41.866202226, -87.723039647)"
3788,5717,12270778,JE113248,01/12/2021 06:48:00 AM,100XX W OHARE ST,0820,THEFT,$500 AND UNDER,AIRPORT PARKING LOT,False,False,1651,16,41.0,76,06,1100658.0,1934241.0,2021,01/20/2021 03:51:20 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
26853,39015,12323325,JE178094,03/23/2021 08:00:00 PM,006XX W BARRY AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1934,19,44.0,6,06,1171463.0,1920708.0,2021,03/30/2021 04:51:43 PM,41.93788918,-87.645246604,"(41.93788918, -87.645246604)"
19456,28193,12304835,JE156479,03/02/2021 12:45:00 AM,081XX S EMERALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,622,6,21.0,71,14,1172722.0,1850742.0,2021,03/09/2021 03:54:03 PM,41.745868791,-87.64268730100001,"(41.745868791, -87.642687301)"
26701,38791,12322575,JE177832,03/23/2021 09:06:00 PM,099XX S TORRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,431,4,10.0,51,08B,1195452.0,1839606.0,2021,03/30/2021 04:51:43 PM,41.714779822,-87.559768015,"(41.714779822, -87.559768015)"
20043,29025,12306777,JE158796,03/04/2021 09:00:00 AM,075XX S EGGLESTON AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,621,6,6.0,69,08B,1174599.0,1854938.0,2021,03/11/2021 03:47:23 PM,41.757341587,-87.63568495,"(41.757341587, -87.63568495)"
7629,11298,12287913,JE134987,02/01/2021 12:00:00 AM,010XX W 88TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2222,22,21.0,71,11,1170718.0,1846457.0,2021,02/09/2021 03:44:55 PM,41.734154066,-87.650154996,"(41.734154066, -87.650154996)"
31247,45484,12333466,JE191304,04/06/2021 02:55:00 PM,010XX N LAWLER AVE,0810,THEFT,OVER $500,APARTMENT,False,True,1531,15,37.0,25,06,1142502.0,1906548.0,2021,04/13/2021 05:27:07 PM,41.899621187,-87.752037464,"(41.899621187, -87.752037464)"
20376,29542,12308166,JE160430,03/05/2021 07:28:00 PM,009XX W 76TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,True,False,621,6,17.0,71,14,1171528.0,1854447.0,2021,03/12/2021 03:54:10 PM,41.756062009,-87.646954048,"(41.756062009, -87.646954048)"
1498,2222,12265840,JE108624,01/09/2021 05:00:00 PM,049XX W WAVELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,1634,16,30.0,15,14,1142796.0,1924148.0,2021,01/16/2021 03:52:53 PM,41.947911924,-87.750518218,"(41.947911924, -87.750518218)"
27655,40208,12324509,JE180026,03/26/2021 06:30:00 AM,024XX W OGDEN AVE,0810,THEFT,OVER $500,GAS STATION,False,False,1023,10,28.0,28,06,1160441.0,1893908.0,2021,04/02/2021 05:04:22 PM,41.864583447,-87.686497178,"(41.864583447, -87.686497178)"
33120,48265,12337503,JE196110,04/11/2021 09:50:00 AM,106XX S YATES AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,434,4,7.0,51,08A,1194343.0,1834995.0,2021,04/18/2021 05:28:06 PM,41.702154047,-87.563980453,"(41.702154047, -87.563980453)"
16788,24339,12299656,JE150242,02/23/2021 05:45:00 PM,045XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1723,17,35.0,14,08B,1149244.0,1929805.0,2021,03/02/2021 03:50:05 PM,41.963312398,-87.726669425,"(41.963312398, -87.726669425)"
22251,32339,12312543,JE164980,03/10/2021 01:50:00 PM,068XX S HONORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,726,7,17.0,67,14,1165198.0,1859326.0,2021,03/17/2021 04:51:25 PM,41.769586902,-87.670014276,"(41.769586902, -87.670014276)"
16061,23296,12297941,JE148007,02/21/2021 03:23:00 PM,040XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,APARTMENT,False,False,1011,10,24.0,29,08B,1149463.0,1894398.0,2021,02/28/2021 03:48:02 PM,41.866147972,-87.726784885,"(41.866147972, -87.726784885)"
19381,28080,12305816,JE157624,03/02/2021 09:00:00 AM,009XX W 32ND PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,913,9,11.0,60,11,1170452.0,1883429.0,2021,03/09/2021 03:54:03 PM,41.835615322,-87.650053122,"(41.835615322, -87.650053122)"
1944,2908,12264682,JE107220,01/08/2021 04:15:00 PM,047XX S LOOMIS BLVD,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",ALLEY,False,False,933,9,20.0,61,08B,1167798.0,1873266.0,2021,01/16/2021 03:49:23 PM,41.807784513,-87.660083697,"(41.807784513, -87.660083697)"
7327,10872,12276479,JE120829,01/23/2021 08:21:00 AM,0000X N MAYFIELD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1513,15,29.0,25,06,1137164.0,1899640.0,2021,01/30/2021 03:51:02 PM,41.880762322,-87.771810281,"(41.880762322, -87.771810281)"
13317,19350,12292018,JE140239,02/12/2021 09:10:00 PM,035XX N LONG AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1634,16,30.0,15,08B,1139737.0,1922928.0,2021,02/19/2021 03:48:53 PM,41.944620653,-87.76179246,"(41.944620653, -87.76179246)"
18351,26547,12302615,JE153728,02/27/2021 06:50:00 AM,003XX S SACRAMENTO BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,False,True,1124,11,28.0,27,08B,1156434.0,1898301.0,2021,03/06/2021 03:50:24 PM,41.876720197,-87.701088107,"(41.876720197, -87.701088107)"
11676,16966,12287888,JE134999,02/05/2021 07:00:00 PM,044XX N LINDER AVE,0810,THEFT,OVER $500,VEHICLE - COMMERCIAL,False,False,1623,16,38.0,15,06,1138872.0,1929169.0,2021,02/12/2021 03:49:04 PM,41.961762336,-87.764819713,"(41.961762336, -87.764819713)"
29723,43229,12333206,JE190906,03/21/2021 10:00:00 AM,051XX W FULTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,True,1532,15,28.0,25,08B,1141879.0,1901453.0,2021,04/08/2021 05:01:32 PM,41.885651459,-87.754452031,"(41.885651459, -87.754452031)"
31157,45336,12333345,JE191163,04/05/2021 07:00:00 PM,039XX N KEELER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1731,17,45.0,16,14,1147702.0,1925839.0,2021,04/12/2021 05:33:53 PM,41.952459207,-87.732441126,"(41.952459207, -87.732441126)"
28839,41970,12328804,JE185431,03/30/2021 03:00:00 PM,051XX S RUTHERFORD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,811,8,23.0,56,11,1132253.0,1869671.0,2021,04/06/2021 05:03:58 PM,41.7986093,-87.790538848,"(41.7986093, -87.790538848)"
10680,15523,12288168,JE135250,01/06/2021 01:55:00 PM,003XX W 108TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,513,5,34.0,49,06,1176031.0,1832977.0,2021,02/09/2021 03:44:55 PM,41.697045708000005,-87.631093494,"(41.697045708, -87.631093494)"
6999,10414,12276072,JE120405,01/22/2021 05:23:00 PM,016XX W 59TH ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,714,7,15.0,67,08A,1166255.0,1865581.0,2021,01/29/2021 03:46:26 PM,41.786728988,-87.66596184,"(41.786728988, -87.66596184)"
30360,44148,12332840,JE190526,04/03/2021 12:00:00 AM,117XX S LOOMIS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,524,5,34.0,53,14,1169110.0,1826898.0,2021,04/10/2021 05:05:58 PM,41.68051598,-87.656609069,"(41.68051598, -87.656609069)"
7995,11857,12279064,JE124075,01/25/2021 02:00:00 PM,072XX S WOOD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,735,7,17.0,67,11,1165605.0,1856634.0,2021,02/01/2021 03:48:35 PM,41.762191066,-87.66859865100001,"(41.762191066, -87.668598651)"
12307,17880,12288821,JE136069,02/08/2021 02:30:00 PM,050XX S INDIANA AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,224,2,3.0,38,04B,1178450.0,1871751.0,2021,02/15/2021 03:50:56 PM,41.803391597,-87.62106129799999,"(41.803391597, -87.621061298)"
8080,11993,12279382,JE122967,01/25/2021 02:30:00 PM,031XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,211,2,4.0,35,14,1179760.0,1884055.0,2021,02/01/2021 03:48:35 PM,41.837124856,-87.615880154,"(41.837124856, -87.615880154)"
10564,15370,12284302,JE129738,02/01/2021 09:39:00 PM,003XX S PULASKI RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,False,False,1132,11,28.0,26,14,1149776.0,1898291.0,2021,02/08/2021 03:48:15 PM,41.876824739,-87.725534631,"(41.876824739, -87.725534631)"
13198,19176,12291590,JE139811,02/12/2021 01:20:00 PM,062XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,823,8,16.0,66,08B,1156131.0,1862906.0,2021,02/19/2021 03:48:53 PM,41.779598042,-87.70315393,"(41.779598042, -87.70315393)"
